FIREFLY_all_e3_1600_e3_2055.smv,Invalid,0.28,0.26
FIREFLY_all_e3_1600_e4_2415.smv,Invalid,0.21,0.18
FIREFLY_all_e3_1600_e5_84.smv,Invalid,0.25,0.23
FIREFLY_all_e3_1600_e7_1607.smv,Invalid,0.07,0.04
FIREFLY_all_e3_3496.smv,Invalid,0.19,0.17
FIREFLY_all_e7_1909.smv,Invalid,0.07,0.04
FIREFLY_all.smv,Valid,0.15,0.13
FIREFLY_luke_1a_e2_284_e1_2924.smv,Valid,0.39,0.37
FIREFLY_luke_1a_e2_284_e2_2755.smv,Valid,0.40,0.38
FIREFLY_luke_1a_e2_284_e3_3091.smv,Valid,0.42,0.40
FIREFLY_luke_1a_e2_284_e7_998.smv,Invalid,0.38,0.35
FIREFLY_luke_1a_e7_3042_e3_1213.smv,Valid,0.41,0.39
FIREFLY_luke_1a.smv,Valid,0.38,0.36
FIREFLY_luke_1b_e1_1139_e1_1565.smv,Invalid,0.19,0.16
FIREFLY_luke_1b_e1_1139_e2_2893.smv,Valid,0.08,0.06
FIREFLY_luke_1b_e1_1139_e3_1839.smv,Invalid,0.18,0.16
FIREFLY_luke_1b_e1_1691.smv,Invalid,0.15,0.12
FIREFLY_luke_1b_e2_3049_e1_946.smv,Valid,0.09,0.07
FIREFLY_luke_1b_e2_3049_e2_698.smv,Invalid,0.18,0.16
FIREFLY_luke_1b_e2_3049_e3_2697.smv,Invalid,0.13,0.12
FIREFLY_luke_1b_e2_3049.smv,Invalid,0.19,0.17
FIREFLY_luke_1b_e3_671_e1_725.smv,Invalid,0.17,0.14
FIREFLY_luke_1b_e3_671_e2_2131.smv,Invalid,0.19,0.18
FIREFLY_luke_1b_e3_671_e3_941.smv,Invalid,0.15,0.13
FIREFLY_luke_1b_e3_671_e4_147.smv,Invalid,0.18,0.15
